Date,Temperature,Weather,Holiday,Traffic_Volume
2024-05-02 22:00:00,38,Cloudy,No,1487
2024-05-02 23:00:00,27,Cloudy,No,1095
2024-05-03 00:00:00,15,Clear,No,1390
2024-05-03 01:00:00,33,Cloudy,No,1155
2024-05-03 02:00:00,26,Clear,No,1158
2024-05-03 03:00:00,17,Rain,No,1594
2024-05-03 04:00:00,24,Rain,No,1675
2024-05-03 05:00:00,25,Clear,No,1135
2024-05-03 06:00:00,30,Clear,No,946
2024-05-03 07:00:00,36,Clear,No,2908
2024-05-03 08:00:00,28,Clear,No,2946
2024-05-03 09:00:00,22,Clear,No,2710
2024-05-03 10:00:00,29,Rain,No,3137
2024-05-03 11:00:00,33,Fog,No,1621
2024-05-03 12:00:00,37,Rain,No,1815
2024-05-03 13:00:00,29,Clear,No,1110
2024-05-03 14:00:00,25,Cloudy,No,913
2024-05-03 15:00:00,32,Clear,No,1282
2024-05-03 16:00:00,30,Clear,No,1004
2024-05-03 17:00:00,18,Clear,No,3210
2024-05-03 18:00:00,18,Clear,No,3137
2024-05-03 19:00:00,19,Cloudy,No,3109
2024-05-03 20:00:00,23,Cloudy,No,3143
2024-05-03 21:00:00,38,Clear,No,1286
2024-05-03 22:00:00,27,Cloudy,No,1176
2024-05-03 23:00:00,30,Rain,No,1725
2024-05-04 00:00:00,20,Cloudy,No,916
2024-05-04 01:00:00,18,Rain,No,1474
2024-05-04 02:00:00,22,Clear,No,883
2024-05-04 03:00:00,40,Cloudy,No,912
2024-05-04 04:00:00,25,Clear,No,595
2024-05-04 05:00:00,25,Cloudy,No,907
2024-05-04 06:00:00,35,Cloudy,No,507
2024-05-04 07:00:00,27,Cloudy,No,2541
2024-05-04 08:00:00,30,Cloudy,No,2418
2024-05-04 09:00:00,36,Rain,No,3112
2024-05-04 10:00:00,32,Clear,No,2310
2024-05-04 11:00:00,29,Rain,No,1284
2024-05-04 12:00:00,39,Clear,No,1093
2024-05-04 13:00:00,35,Cloudy,No,926
2024-05-04 14:00:00,18,Cloudy,No,636
2024-05-04 15:00:00,38,Clear,No,1124
2024-05-04 16:00:00,18,Rain,No,1245
2024-05-04 17:00:00,30,Clear,No,2803
2024-05-04 18:00:00,37,Clear,No,3291
2024-05-04 19:00:00,23,Rain,No,3463
2024-05-04 20:00:00,40,Cloudy,No,3060
2024-05-04 21:00:00,39,Clear,No,901
2024-05-04 22:00:00,33,Rain,No,1052
2024-05-04 23:00:00,24,Cloudy,No,667
2024-05-05 00:00:00,24,Clear,No,507
2024-05-05 01:00:00,29,Clear,No,609
2024-05-05 02:00:00,32,Clear,Yes,250
2024-05-05 03:00:00,23,Cloudy,No,973
2024-05-05 04:00:00,21,Rain,No,1066
2024-05-05 05:00:00,27,Cloudy,No,680
2024-05-05 06:00:00,19,Cloudy,No,747
2024-05-05 07:00:00,36,Clear,No,2787
2024-05-05 08:00:00,31,Clear,No,2410
2024-05-05 09:00:00,24,Clear,No,2390
2024-05-05 10:00:00,31,Clear,Yes,1849
2024-05-05 11:00:00,31,Cloudy,No,729
2024-05-05 12:00:00,26,Clear,No,868
2024-05-05 13:00:00,31,Clear,No,976
2024-05-05 14:00:00,27,Cloudy,No,857
2024-05-05 15:00:00,20,Cloudy,No,954
2024-05-05 16:00:00,16,Cloudy,No,913
2024-05-05 17:00:00,39,Rain,No,3505
2024-05-05 18:00:00,30,Clear,No,2909
2024-05-05 19:00:00,21,Clear,No,2753
2024-05-05 20:00:00,31,Clear,No,3039
2024-05-05 21:00:00,30,Clear,No,611
2024-05-05 22:00:00,28,Clear,No,931
2024-05-05 23:00:00,37,Fog,Yes,343
2024-05-06 00:00:00,23,Cloudy,No,913
2024-05-06 01:00:00,34,Rain,No,1613
2024-05-06 02:00:00,36,Clear,No,1302
2024-05-06 03:00:00,24,Clear,No,980
2024-05-06 04:00:00,15,Clear,No,1304
2024-05-06 05:00:00,18,Cloudy,No,1031
2024-05-06 06:00:00,31,Fog,No,1253
2024-05-06 07:00:00,19,Cloudy,No,2621
2024-05-06 08:00:00,19,Cloudy,No,3043
2024-05-06 09:00:00,20,Cloudy,No,2862
2024-05-06 10:00:00,33,Clear,No,2977
2024-05-06 11:00:00,29,Cloudy,No,1228
2024-05-06 12:00:00,27,Rain,No,1766
2024-05-06 13:00:00,31,Clear,No,1208
2024-05-06 14:00:00,22,Cloudy,No,1138
2024-05-06 15:00:00,19,Clear,No,1153
2024-05-06 16:00:00,19,Cloudy,No,1006
2024-05-06 17:00:00,21,Cloudy,No,3350
2024-05-06 18:00:00,32,Fog,No,3658
2024-05-06 19:00:00,19,Fog,No,3527
2024-05-06 20:00:00,32,Clear,No,3399
2024-05-06 21:00:00,25,Cloudy,No,1282
2024-05-06 22:00:00,31,Cloudy,No,909
2024-05-06 23:00:00,30,Clear,No,1015
2024-05-07 00:00:00,24,Cloudy,No,1347
2024-05-07 01:00:00,36,Clear,No,1253
2024-05-07 02:00:00,26,Clear,No,956
2024-05-07 03:00:00,16,Clear,No,1392
2024-05-07 04:00:00,17,Clear,Yes,274
2024-05-07 05:00:00,23,Cloudy,No,1203
2024-05-07 06:00:00,17,Clear,No,1354
2024-05-07 07:00:00,37,Rain,No,3437
2024-05-07 08:00:00,19,Clear,Yes,2005
2024-05-07 09:00:00,26,Fog,No,3400
2024-05-07 10:00:00,32,Clear,No,2604
2024-05-07 11:00:00,15,Clear,No,1032
2024-05-07 12:00:00,32,Cloudy,No,907
2024-05-07 13:00:00,31,Cloudy,No,1345
2024-05-07 14:00:00,26,Clear,No,1255
2024-05-07 15:00:00,22,Cloudy,No,1284
2024-05-07 16:00:00,25,Clear,No,1071
2024-05-07 17:00:00,30,Clear,No,3530
2024-05-07 18:00:00,31,Clear,No,3161
2024-05-07 19:00:00,35,Clear,No,3270
2024-05-07 20:00:00,35,Clear,No,3159
2024-05-07 21:00:00,38,Cloudy,No,1457
2024-05-07 22:00:00,22,Cloudy,No,1161
2024-05-07 23:00:00,30,Cloudy,No,1114
2024-05-08 00:00:00,28,Rain,No,1793
2024-05-08 01:00:00,38,Clear,No,1245
2024-05-08 02:00:00,21,Rain,No,1886
2024-05-08 03:00:00,23,Rain,No,1450
2024-05-08 04:00:00,34,Clear,No,1268
2024-05-08 05:00:00,27,Clear,No,1006
2024-05-08 06:00:00,15,Rain,No,1461
2024-05-08 07:00:00,20,Clear,No,2979
2024-05-08 08:00:00,35,Clear,No,2720
2024-05-08 09:00:00,27,Clear,No,2874
2024-05-08 10:00:00,28,Clear,No,2923
2024-05-08 11:00:00,27,Fog,No,1571
2024-05-08 12:00:00,29,Clear,No,1357
2024-05-08 13:00:00,17,Rain,No,1825
2024-05-08 14:00:00,33,Rain,No,1743
2024-05-08 15:00:00,31,Cloudy,No,1306
2024-05-08 16:00:00,20,Clear,No,934
2024-05-08 17:00:00,31,Fog,No,3870
2024-05-08 18:00:00,37,Cloudy,No,3425
2024-05-08 19:00:00,24,Cloudy,No,3274
2024-05-08 20:00:00,24,Rain,No,4050
2024-05-08 21:00:00,16,Clear,No,935
2024-05-08 22:00:00,17,Clear,No,1105
2024-05-08 23:00:00,24,Clear,No,1215
2024-05-09 00:00:00,36,Rain,No,2042
2024-05-09 01:00:00,33,Clear,No,920
2024-05-09 02:00:00,18,Cloudy,No,1313
2024-05-09 03:00:00,21,Cloudy,No,1296
2024-05-09 04:00:00,31,Clear,No,1279
2024-05-09 05:00:00,27,Fog,No,1473
2024-05-09 06:00:00,28,Clear,Yes,607
2024-05-09 07:00:00,31,Clear,No,3030
2024-05-09 08:00:00,32,Rain,No,3278
2024-05-09 09:00:00,22,Cloudy,No,2856
2024-05-09 10:00:00,22,Clear,No,2715
2024-05-09 11:00:00,34,Cloudy,No,1041
2024-05-09 12:00:00,36,Fog,No,1637
2024-05-09 13:00:00,24,Cloudy,No,985
2024-05-09 14:00:00,23,Cloudy,No,1085
2024-05-09 15:00:00,27,Cloudy,Yes,506
2024-05-09 16:00:00,18,Clear,No,1199
2024-05-09 17:00:00,28,Clear,No,3595
2024-05-09 18:00:00,19,Clear,No,3351
2024-05-09 19:00:00,38,Cloudy,No,3393
2024-05-09 20:00:00,18,Clear,No,3335
2024-05-09 21:00:00,19,Cloudy,No,1114
2024-05-09 22:00:00,25,Clear,No,1025
2024-05-09 23:00:00,22,Clear,No,1122
2024-05-10 00:00:00,39,Rain,No,1869
2024-05-10 01:00:00,36,Cloudy,No,1410
2024-05-10 02:00:00,21,Rain,No,1529
2024-05-10 03:00:00,17,Rain,No,1757
2024-05-10 04:00:00,26,Clear,No,916
2024-05-10 05:00:00,30,Cloudy,No,958
2024-05-10 06:00:00,37,Cloudy,No,1448
2024-05-10 07:00:00,16,Clear,No,3079
2024-05-10 08:00:00,20,Rain,No,3171
2024-05-10 09:00:00,32,Rain,No,3216
2024-05-10 10:00:00,38,Rain,No,3545
2024-05-10 11:00:00,28,Fog,No,1628
2024-05-10 12:00:00,18,Clear,No,1213
2024-05-10 13:00:00,34,Rain,No,1803
2024-05-10 14:00:00,23,Clear,No,1187
2024-05-10 15:00:00,15,Clear,No,1200
2024-05-10 16:00:00,16,Clear,No,983
2024-05-10 17:00:00,20,Rain,No,3860
2024-05-10 18:00:00,17,Rain,No,3821
2024-05-10 19:00:00,38,Clear,No,3445
2024-05-10 20:00:00,39,Rain,No,3983
2024-05-10 21:00:00,27,Fog,No,1669
2024-05-10 22:00:00,38,Rain,No,1576
2024-05-10 23:00:00,24,Rain,No,1552
2024-05-11 00:00:00,17,Cloudy,No,578
2024-05-11 01:00:00,24,Rain,No,1494
2024-05-11 02:00:00,33,Fog,No,1291
2024-05-11 03:00:00,26,Clear,No,885
2024-05-11 04:00:00,38,Clear,No,654
2024-05-11 05:00:00,24,Rain,No,1268
2024-05-11 06:00:00,15,Rain,No,1319
2024-05-11 07:00:00,30,Rain,No,3135
2024-05-11 08:00:00,24,Cloudy,No,2520
2024-05-11 09:00:00,35,Rain,No,2942
2024-05-11 10:00:00,39,Cloudy,No,2691
2024-05-11 11:00:00,40,Clear,No,696
2024-05-11 12:00:00,29,Cloudy,No,955
2024-05-11 13:00:00,27,Clear,No,916
2024-05-11 14:00:00,23,Cloudy,No,602
2024-05-11 15:00:00,23,Cloudy,No,730
2024-05-11 16:00:00,27,Clear,No,941
2024-05-11 17:00:00,32,Cloudy,No,3169
2024-05-11 18:00:00,16,Clear,No,2919
2024-05-11 19:00:00,40,Rain,No,3507
2024-05-11 20:00:00,31,Rain,No,3413
2024-05-11 21:00:00,19,Clear,No,640
2024-05-11 22:00:00,40,Clear,No,697
2024-05-11 23:00:00,37,Clear,No,1089
2024-05-12 00:00:00,32,Rain,No,1179
2024-05-12 01:00:00,30,Fog,No,1131
2024-05-12 02:00:00,23,Clear,Yes,250
2024-05-12 03:00:00,28,Clear,No,684
2024-05-12 04:00:00,20,Fog,No,1221
2024-05-12 05:00:00,30,Cloudy,No,778
2024-05-12 06:00:00,31,Clear,No,657
2024-05-12 07:00:00,39,Clear,No,2457
2024-05-12 08:00:00,31,Clear,No,2503
2024-05-12 09:00:00,27,Rain,No,2952
2024-05-12 10:00:00,39,Cloudy,No,2505
2024-05-12 11:00:00,16,Fog,No,1264
2024-05-12 12:00:00,18,Rain,No,1127
2024-05-12 13:00:00,32,Clear,No,962
2024-05-12 14:00:00,40,Cloudy,No,688
2024-05-12 15:00:00,30,Cloudy,No,848
2024-05-12 16:00:00,38,Rain,No,1553
2024-05-12 17:00:00,29,Clear,No,2733
2024-05-12 18:00:00,32,Clear,No,3109
2024-05-12 19:00:00,33,Clear,No,2791
2024-05-12 20:00:00,38,Clear,No,3294
2024-05-12 21:00:00,37,Cloudy,No,1142
2024-05-12 22:00:00,32,Cloudy,No,565
2024-05-12 23:00:00,38,Cloudy,No,1142
2024-05-13 00:00:00,32,Clear,No,1224
2024-05-13 01:00:00,32,Clear,No,1285
2024-05-13 02:00:00,29,Clear,No,1303
2024-05-13 03:00:00,16,Cloudy,No,1186
2024-05-13 04:00:00,37,Clear,No,1472
2024-05-13 05:00:00,36,Rain,No,1725
2024-05-13 06:00:00,17,Clear,No,1155
2024-05-13 07:00:00,28,Clear,No,2744
2024-05-13 08:00:00,24,Cloudy,No,2872
2024-05-13 09:00:00,31,Clear,No,2912
2024-05-13 10:00:00,19,Clear,No,2951
2024-05-13 11:00:00,18,Clear,No,1310
2024-05-13 12:00:00,33,Rain,Yes,1036
2024-05-13 13:00:00,33,Rain,No,1474
2024-05-13 14:00:00,36,Cloudy,No,1492
2024-05-13 15:00:00,16,Cloudy,Yes,445
2024-05-13 16:00:00,38,Clear,No,1143
2024-05-13 17:00:00,24,Clear,Yes,2407
2024-05-13 18:00:00,22,Clear,Yes,2799
2024-05-13 19:00:00,23,Clear,No,3505
2024-05-13 20:00:00,39,Cloudy,No,3507
2024-05-13 21:00:00,27,Rain,No,1482
2024-05-13 22:00:00,25,Clear,No,1136
2024-05-13 23:00:00,22,Cloudy,No,1220
2024-05-14 00:00:00,17,Clear,No,942
2024-05-14 01:00:00,28,Clear,Yes,419
2024-05-14 02:00:00,33,Fog,No,1717
2024-05-14 03:00:00,33,Rain,No,1551
2024-05-14 04:00:00,18,Cloudy,No,1139
2024-05-14 05:00:00,36,Cloudy,No,1394
2024-05-14 06:00:00,32,Clear,No,971
2024-05-14 07:00:00,29,Cloudy,No,3067
2024-05-14 08:00:00,27,Cloudy,No,2746
2024-05-14 09:00:00,27,Rain,No,3113
2024-05-14 10:00:00,18,Fog,No,3177
2024-05-14 11:00:00,16,Clear,No,1124
2024-05-14 12:00:00,16,Cloudy,No,1362
2024-05-14 13:00:00,38,Cloudy,Yes,555
2024-05-14 14:00:00,20,Cloudy,No,1270
2024-05-14 15:00:00,31,Cloudy,No,1187
2024-05-14 16:00:00,26,Rain,No,1496
2024-05-14 17:00:00,24,Clear,No,3583
2024-05-14 18:00:00,31,Cloudy,No,3427
2024-05-14 19:00:00,27,Clear,No,3247
2024-05-14 20:00:00,36,Clear,No,3412
2024-05-14 21:00:00,17,Cloudy,No,1328
2024-05-14 22:00:00,33,Clear,Yes,320
2024-05-14 23:00:00,28,Clear,No,1155
2024-05-15 00:00:00,20,Rain,No,1875
2024-05-15 01:00:00,16,Clear,No,1211
2024-05-15 02:00:00,25,Clear,No,1083
2024-05-15 03:00:00,16,Rain,No,1427
2024-05-15 04:00:00,21,Clear,No,1274
2024-05-15 05:00:00,18,Clear,No,1340
2024-05-15 06:00:00,38,Cloudy,No,1393
2024-05-15 07:00:00,21,Clear,No,2782
2024-05-15 08:00:00,19,Clear,No,2677
2024-05-15 09:00:00,32,Cloudy,No,2795
2024-05-15 10:00:00,35,Rain,No,3393
2024-05-15 11:00:00,30,Clear,No,1368
2024-05-15 12:00:00,30,Clear,No,1300
2024-05-15 13:00:00,23,Rain,No,1886
2024-05-15 14:00:00,32,Cloudy,No,1278
2024-05-15 15:00:00,38,Clear,No,1434
2024-05-15 16:00:00,16,Cloudy,No,1349
2024-05-15 17:00:00,33,Clear,No,3193
2024-05-15 18:00:00,29,Rain,No,4054
2024-05-15 19:00:00,40,Cloudy,No,3699
2024-05-15 20:00:00,33,Clear,No,3372
2024-05-15 21:00:00,21,Rain,No,1690
2024-05-15 22:00:00,33,Clear,Yes,672
2024-05-15 23:00:00,23,Clear,Yes,264
2024-05-16 00:00:00,18,Cloudy,No,1240
2024-05-16 01:00:00,25,Cloudy,No,1054
2024-05-16 02:00:00,33,Clear,No,1198
2024-05-16 03:00:00,17,Clear,No,1011
2024-05-16 04:00:00,19,Fog,No,1585
2024-05-16 05:00:00,21,Cloudy,No,1335
2024-05-16 06:00:00,37,Rain,No,1812
2024-05-16 07:00:00,16,Rain,No,3256
2024-05-16 08:00:00,20,Cloudy,No,2628
2024-05-16 09:00:00,32,Clear,No,2956
2024-05-16 10:00:00,38,Rain,No,3622
2024-05-16 11:00:00,16,Cloudy,No,1392
2024-05-16 12:00:00,15,Clear,No,1192
2024-05-16 13:00:00,22,Rain,No,1789
2024-05-16 14:00:00,27,Clear,No,1019
2024-05-16 15:00:00,15,Clear,No,1005
2024-05-16 16:00:00,26,Clear,No,1308
2024-05-16 17:00:00,23,Clear,No,3112
2024-05-16 18:00:00,23,Clear,No,3580
2024-05-16 19:00:00,38,Clear,No,3565
2024-05-16 20:00:00,23,Clear,No,3377
2024-05-16 21:00:00,28,Rain,No,1755
2024-05-16 22:00:00,27,Cloudy,No,1220
2024-05-16 23:00:00,25,Rain,Yes,890
2024-05-17 00:00:00,19,Clear,No,1345
2024-05-17 01:00:00,24,Rain,No,1760
2024-05-17 02:00:00,40,Cloudy,Yes,754
2024-05-17 03:00:00,15,Rain,No,1457
2024-05-17 04:00:00,29,Cloudy,No,1308
2024-05-17 05:00:00,27,Fog,No,1511
2024-05-17 06:00:00,37,Fog,No,1486
2024-05-17 07:00:00,25,Cloudy,No,2867
2024-05-17 08:00:00,36,Cloudy,No,2785
2024-05-17 09:00:00,31,Clear,Yes,2162
2024-05-17 10:00:00,29,Rain,No,3550
2024-05-17 11:00:00,20,Clear,No,1196
2024-05-17 12:00:00,32,Clear,Yes,250
2024-05-17 13:00:00,40,Clear,No,1546
2024-05-17 14:00:00,35,Clear,No,939
2024-05-17 15:00:00,25,Clear,No,1144
2024-05-17 16:00:00,15,Clear,No,948
2024-05-17 17:00:00,28,Fog,Yes,2871
2024-05-17 18:00:00,21,Clear,No,3476
2024-05-17 19:00:00,29,Cloudy,No,3415
2024-05-17 20:00:00,40,Clear,No,3588
2024-05-17 21:00:00,29,Clear,No,913
2024-05-17 22:00:00,20,Rain,No,1685
2024-05-17 23:00:00,20,Cloudy,No,956
2024-05-18 00:00:00,40,Rain,No,1165
2024-05-18 01:00:00,38,Clear,Yes,250
2024-05-18 02:00:00,16,Cloudy,No,967
2024-05-18 03:00:00,28,Rain,No,1130
2024-05-18 04:00:00,19,Rain,No,1293
2024-05-18 05:00:00,20,Cloudy,No,619
2024-05-18 06:00:00,33,Fog,No,1010
2024-05-18 07:00:00,28,Clear,No,2661
2024-05-18 08:00:00,18,Cloudy,No,2291
2024-05-18 09:00:00,15,Cloudy,No,2307
2024-05-18 10:00:00,17,Cloudy,No,2393
2024-05-18 11:00:00,18,Rain,No,1144
2024-05-18 12:00:00,17,Cloudy,No,732
2024-05-18 13:00:00,25,Rain,No,1125
2024-05-18 14:00:00,35,Fog,No,1329
2024-05-18 15:00:00,37,Rain,No,1551
2024-05-18 16:00:00,35,Cloudy,No,573
2024-05-18 17:00:00,33,Cloudy,No,2851
2024-05-18 18:00:00,38,Cloudy,No,2893
2024-05-18 19:00:00,39,Clear,No,3267
2024-05-18 20:00:00,25,Clear,No,2785
2024-05-18 21:00:00,25,Cloudy,No,674
2024-05-18 22:00:00,21,Rain,No,1243
2024-05-18 23:00:00,18,Rain,No,1385
2024-05-19 00:00:00,40,Clear,No,1039
2024-05-19 01:00:00,17,Clear,No,701
2024-05-19 02:00:00,35,Rain,No,1499
2024-05-19 03:00:00,25,Rain,No,1067
2024-05-19 04:00:00,18,Rain,No,1461
2024-05-19 05:00:00,25,Fog,No,1225
2024-05-19 06:00:00,38,Clear,No,941
2024-05-19 07:00:00,21,Rain,No,2758
2024-05-19 08:00:00,20,Fog,No,2832
2024-05-19 09:00:00,21,Clear,No,2624
2024-05-19 10:00:00,29,Fog,No,2636
2024-05-19 11:00:00,33,Rain,No,1221
2024-05-19 12:00:00,24,Cloudy,No,912
2024-05-19 13:00:00,20,Clear,No,960
2024-05-19 14:00:00,19,Cloudy,No,666
2024-05-19 15:00:00,22,Clear,No,610
2024-05-19 16:00:00,22,Clear,No,789
2024-05-19 17:00:00,28,Cloudy,No,2883
2024-05-19 18:00:00,39,Clear,No,3195
2024-05-19 19:00:00,31,Clear,No,3131
2024-05-19 20:00:00,34,Cloudy,No,2706
2024-05-19 21:00:00,37,Clear,Yes,312
2024-05-19 22:00:00,38,Clear,No,691
2024-05-19 23:00:00,27,Clear,No,999
2024-05-20 00:00:00,31,Clear,No,1153
2024-05-20 01:00:00,29,Cloudy,No,1049
2024-05-20 02:00:00,22,Cloudy,No,1223
2024-05-20 03:00:00,33,Clear,No,1266
2024-05-20 04:00:00,23,Clear,No,954
2024-05-20 05:00:00,35,Cloudy,No,1210
2024-05-20 06:00:00,39,Cloudy,No,1122
2024-05-20 07:00:00,29,Cloudy,No,3039
2024-05-20 08:00:00,23,Cloudy,No,2881
2024-05-20 09:00:00,22,Cloudy,No,2795
2024-05-20 10:00:00,25,Clear,No,2698
2024-05-20 11:00:00,17,Clear,No,929
2024-05-20 12:00:00,35,Clear,No,1259
2024-05-20 13:00:00,29,Clear,No,1129
2024-05-20 14:00:00,35,Clear,No,1340
2024-05-20 15:00:00,37,Cloudy,No,1252
2024-05-20 16:00:00,30,Cloudy,No,1284
2024-05-20 17:00:00,40,Clear,No,3272
2024-05-20 18:00:00,23,Clear,No,3465
2024-05-20 19:00:00,34,Cloudy,No,3574
2024-05-20 20:00:00,21,Clear,No,3529
2024-05-20 21:00:00,16,Clear,No,1077
2024-05-20 22:00:00,34,Clear,No,1314
2024-05-20 23:00:00,20,Cloudy,No,1399
2024-05-21 00:00:00,23,Cloudy,No,1177
2024-05-21 01:00:00,30,Clear,No,1150
2024-05-21 02:00:00,20,Clear,No,1211
2024-05-21 03:00:00,28,Clear,No,1135
2024-05-21 04:00:00,30,Clear,No,1327
2024-05-21 05:00:00,21,Rain,Yes,751
2024-05-21 06:00:00,27,Cloudy,No,1272
2024-05-21 07:00:00,20,Clear,No,3077
2024-05-21 08:00:00,20,Cloudy,No,2785
2024-05-21 09:00:00,39,Cloudy,Yes,2263
2024-05-21 10:00:00,34,Cloudy,No,2927
2024-05-21 11:00:00,27,Clear,No,1092
2024-05-21 12:00:00,27,Clear,No,942
2024-05-21 13:00:00,28,Clear,No,1210
2024-05-21 14:00:00,29,Rain,No,1500
2024-05-21 15:00:00,19,Clear,No,1115
2024-05-21 16:00:00,18,Rain,No,1818
2024-05-21 17:00:00,18,Clear,No,3571
2024-05-21 18:00:00,30,Clear,No,3372
2024-05-21 19:00:00,36,Cloudy,No,3459
2024-05-21 20:00:00,38,Cloudy,No,3350
2024-05-21 21:00:00,30,Clear,No,1247
2024-05-21 22:00:00,39,Clear,No,1218
2024-05-21 23:00:00,18,Clear,No,1120
2024-05-22 00:00:00,15,Cloudy,No,927
2024-05-22 01:00:00,36,Clear,No,1196
2024-05-22 02:00:00,39,Fog,No,1817
2024-05-22 03:00:00,21,Rain,No,1662
2024-05-22 04:00:00,19,Cloudy,No,1106
2024-05-22 05:00:00,24,Clear,No,1393
2024-05-22 06:00:00,40,Cloudy,No,1255
2024-05-22 07:00:00,16,Cloudy,No,2670
2024-05-22 08:00:00,30,Clear,No,2685
2024-05-22 09:00:00,37,Cloudy,No,3221
2024-05-22 10:00:00,31,Clear,Yes,2162
2024-05-22 11:00:00,33,Cloudy,No,1195
2024-05-22 12:00:00,21,Cloudy,Yes,596
2024-05-22 13:00:00,21,Clear,No,1267
2024-05-22 14:00:00,36,Clear,No,1478
2024-05-22 15:00:00,32,Clear,No,1215
2024-05-22 16:00:00,24,Clear,No,1203
2024-05-22 17:00:00,21,Rain,No,3823
2024-05-22 18:00:00,37,Cloudy,No,3723
2024-05-22 19:00:00,18,Clear,No,3298
2024-05-22 20:00:00,30,Clear,No,3465
2024-05-22 21:00:00,16,Cloudy,No,1397
2024-05-22 22:00:00,29,Clear,No,1269
2024-05-22 23:00:00,32,Rain,No,1669
2024-05-23 00:00:00,28,Fog,No,1712
2024-05-23 01:00:00,32,Cloudy,No,1088
2024-05-23 02:00:00,34,Rain,No,1689
2024-05-23 03:00:00,22,Cloudy,No,970
2024-05-23 04:00:00,23,Clear,No,1306
2024-05-23 05:00:00,25,Rain,No,1668
2024-05-23 06:00:00,38,Cloudy,No,1214
2024-05-23 07:00:00,27,Clear,No,2961
2024-05-23 08:00:00,22,Clear,No,2797
2024-05-23 09:00:00,26,Rain,No,3248
2024-05-23 10:00:00,39,Clear,No,2951
2024-05-23 11:00:00,24,Cloudy,No,1300
2024-05-23 12:00:00,40,Clear,No,1102
2024-05-23 13:00:00,35,Cloudy,Yes,636
2024-05-23 14:00:00,23,Cloudy,No,1046
2024-05-23 15:00:00,21,Cloudy,No,1225
2024-05-23 16:00:00,40,Clear,No,1289
2024-05-23 17:00:00,36,Rain,Yes,3148
2024-05-23 18:00:00,30,Clear,No,3371
2024-05-23 19:00:00,34,Rain,No,3694
2024-05-23 20:00:00,16,Cloudy,No,3558
2024-05-23 21:00:00,25,Cloudy,No,1073
2024-05-23 22:00:00,23,Clear,No,1305
2024-05-23 23:00:00,23,Clear,No,1102
2024-05-24 00:00:00,15,Clear,No,1217
2024-05-24 01:00:00,36,Clear,No,1162
2024-05-24 02:00:00,36,Clear,No,1289
2024-05-24 03:00:00,25,Rain,No,1753
2024-05-24 04:00:00,26,Clear,No,1222
2024-05-24 05:00:00,16,Rain,No,1680
2024-05-24 06:00:00,17,Clear,No,1338
2024-05-24 07:00:00,25,Cloudy,No,2716
2024-05-24 08:00:00,22,Cloudy,No,2603
2024-05-24 09:00:00,32,Clear,No,2736
2024-05-24 10:00:00,30,Cloudy,No,2768
2024-05-24 11:00:00,27,Rain,No,1669
2024-05-24 12:00:00,35,Clear,No,1397
2024-05-24 13:00:00,28,Rain,Yes,962
2024-05-24 14:00:00,28,Clear,No,1227
2024-05-24 15:00:00,16,Clear,No,1140
2024-05-24 16:00:00,33,Cloudy,No,979
2024-05-24 17:00:00,21,Cloudy,No,3402
2024-05-24 18:00:00,28,Cloudy,No,3113
2024-05-24 19:00:00,19,Clear,No,3512
2024-05-24 20:00:00,25,Clear,No,3135
2024-05-24 21:00:00,29,Cloudy,No,1211
2024-05-24 22:00:00,31,Clear,No,1101
2024-05-24 23:00:00,39,Clear,No,1529
2024-05-25 00:00:00,28,Rain,No,1017
2024-05-25 01:00:00,30,Fog,No,1331
2024-05-25 02:00:00,24,Cloudy,No,608
2024-05-25 03:00:00,26,Clear,No,992
2024-05-25 04:00:00,33,Clear,No,793
2024-05-25 05:00:00,30,Clear,No,550
2024-05-25 06:00:00,33,Cloudy,No,640
2024-05-25 07:00:00,40,Rain,No,3007
2024-05-25 08:00:00,33,Clear,No,2232
2024-05-25 09:00:00,23,Clear,No,2474
2024-05-25 10:00:00,21,Clear,No,2368
2024-05-25 11:00:00,24,Rain,No,1485
2024-05-25 12:00:00,18,Clear,No,859
2024-05-25 13:00:00,35,Rain,No,1330
2024-05-25 14:00:00,27,Cloudy,No,965
2024-05-25 15:00:00,33,Clear,No,698
2024-05-25 16:00:00,32,Cloudy,No,501
2024-05-25 17:00:00,32,Clear,No,2847
2024-05-25 18:00:00,31,Clear,No,2796
2024-05-25 19:00:00,20,Clear,No,3167
2024-05-25 20:00:00,37,Clear,No,2977
2024-05-25 21:00:00,21,Clear,No,739
2024-05-25 22:00:00,24,Cloudy,Yes,250
2024-05-25 23:00:00,28,Clear,No,830
2024-05-26 00:00:00,31,Rain,No,1418
2024-05-26 01:00:00,40,Clear,No,997
2024-05-26 02:00:00,39,Clear,Yes,416
2024-05-26 03:00:00,15,Clear,No,865
2024-05-26 04:00:00,16,Rain,No,1242
2024-05-26 05:00:00,19,Cloudy,No,561
2024-05-26 06:00:00,40,Rain,No,1177
2024-05-26 07:00:00,24,Clear,No,2626
2024-05-26 08:00:00,33,Clear,No,2321
2024-05-26 09:00:00,38,Rain,No,3269
2024-05-26 10:00:00,28,Cloudy,No,2336
2024-05-26 11:00:00,35,Rain,No,1477
2024-05-26 12:00:00,22,Rain,No,1185
2024-05-26 13:00:00,39,Clear,No,764
2024-05-26 14:00:00,22,Rain,No,1104
2024-05-26 15:00:00,21,Clear,No,770
